roll_no,Age,Gender,branch,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2295,26,Female,Civil,1,6,0,1,1
2296,22,Male,Electrical,3,7,0,0,0
2297,26,Male,"Computer Science",0,6,0,1,1
2298,21,Male,"Electronics And Communication",0,8,0,1,1
2299,26,Male,"Computer Science",1,7,0,0,0
2300,20,Male,"Computer Science",2,6,0,0,1
2301,22,Male,"Computer Science",2,7,0,0,0
2302,26,Male,"Information Technology",1,7,0,0,0
2303,21,Female,Mechanical,1,8,1,0,1
2304,26,Male,Mechanical,0,7,0,1,0
2305,26,Male,Electrical,0,6,0,0,1
2306,20,Male,Civil,0,8,0,1,1
2307,20,Male,"Computer Science",1,7,0,0,0
2308,21,Male,Mechanical,0,6,1,0,0
2309,25,Male,"Information Technology",1,7,0,0,0
2310,20,Male,Mechanical,0,7,1,0,0
2311,26,Male,Mechanical,0,6,1,0,1
2312,20,Male,"Electronics And Communication",1,6,0,1,0
2313,24,Male,"Electronics And Communication",1,7,0,1,0
2314,20,Female,"Computer Science",0,6,1,1,0
2315,26,Male,"Electronics And Communication",0,6,0,0,1
2316,20,Male,Mechanical,0,6,1,1,0
2317,26,Male,"Computer Science",0,6,0,0,1
2318,22,Male,"Electronics And Communication",1,6,0,0,0
2319,20,Male,"Computer Science",1,8,0,0,1
2320,24,Female,"Computer Science",0,6,1,1,1
2321,20,Male,Civil,1,6,0,0,0
2322,21,Male,"Information Technology",0,6,0,0,0
2323,24,Male,"Computer Science",0,6,0,1,1
2324,20,Male,"Computer Science",0,8,0,0,1
2325,21,Male,"Information Technology",0,6,0,0,0
2326,24,Male,Electrical,1,7,0,0,1
2327,20,Male,"Electronics And Communication",1,6,0,0,0
2328,20,Male,"Information Technology",0,6,0,0,0
2329,25,Male,Mechanical,0,7,1,0,0
2330,21,Female,"Information Technology",0,7,0,0,0
2331,19,Male,"Computer Science",0,6,0,1,0
2332,25,Male,"Computer Science",0,6,0,0,1
2333,20,Male,Electrical,1,7,0,0,1
2334,21,Female,"Electronics And Communication",0,7,0,0,0
2335,25,Male,"Computer Science",0,7,0,0,0
2336,21,Male,Mechanical,3,6,1,0,1
2337,22,Male,"Information Technology",0,7,0,1,0
2338,26,Male,Mechanical,1,6,0,0,1
2339,20,Male,"Computer Science",0,7,0,0,0
2340,21,Male,"Computer Science",0,7,0,1,0
2341,26,Male,"Computer Science",1,7,0,0,0
2342,21,Female,"Electronics And Communication",1,8,0,0,1
2343,26,Male,"Computer Science",0,6,0,1,1
2344,22,Male,"Computer Science",2,6,0,0,1
2345,26,Male,"Electronics And Communication",1,7,1,1,0
2346,25,Female,"Computer Science",0,7,1,0,0
2347,21,Male,"Electronics And Communication",1,7,0,1,1
2348,25,Male,"Computer Science",2,6,0,0,1
2349,21,Male,Mechanical,0,7,0,0,0
2350,21,Female,"Electronics And Communication",1,8,0,0,1
2351,20,Male,"Information Technology",0,7,0,1,0
2352,20,Male,Civil,1,8,0,0,1
2353,21,Male,Mechanical,0,8,1,0,1
2354,25,Male,Mechanical,0,7,1,0,0
2355,21,Male,"Electronics And Communication",0,7,0,0,1
2356,21,Female,Electrical,1,7,0,0,1
2357,26,Male,Civil,0,7,0,0,0
2358,20,Male,Electrical,2,7,0,0,1
2359,25,Female,"Computer Science",1,7,1,0,1
2360,21,Male,Civil,0,8,1,0,1
2361,26,Male,"Information Technology",1,6,0,0,1
2362,21,Male,Mechanical,0,8,1,0,1
2363,20,Male,Civil,0,6,1,1,0
2364,26,Female,"Computer Science",0,7,1,0,1
2365,21,Male,Electrical,0,7,0,0,0
2366,21,Male,"Information Technology",2,6,0,0,1
2367,20,Male,"Information Technology",0,8,0,1,1
2368,20,Male,"Information Technology",0,7,0,0,0
2369,21,Male,"Computer Science",0,7,0,0,0
2370,26,Female,"Information Technology",0,7,0,0,1
2371,20,Female,"Computer Science",2,6,1,0,1
2372,26,Male,"Computer Science",1,6,0,0,1
2373,21,Male,"Computer Science",1,6,0,0,0
2374,26,Female,"Information Technology",0,7,0,0,0
2375,21,Female,Electrical,0,8,0,0,1
2376,24,Male,"Information Technology",1,7,0,0,0
2377,20,Male,"Electronics And Communication",0,6,0,0,0
2378,21,Male,"Computer Science",0,7,0,0,0
2379,24,Male,Civil,0,6,0,0,1
2380,20,Male,"Information Technology",0,6,0,0,0
2381,21,Male,Civil,0,7,0,0,0
2382,25,Male,"Electronics And Communication",1,6,0,0,1
2383,20,Male,Mechanical,1,6,1,0,0
2384,20,Male,Civil,2,7,0,0,0
2385,26,Male,Mechanical,0,7,1,0,0
2386,21,Male,"Electronics And Communication",0,7,0,0,0
2387,20,Female,"Information Technology",0,6,0,0,0
2388,26,Male,Mechanical,1,6,1,1,1
2389,20,Male,Mechanical,3,8,1,0,1
2390,21,Male,"Electronics And Communication",1,6,1,1,0
2391,20,Male,Mechanical,0,7,1,0,0
2392,20,Male,"Information Technology",0,8,0,0,1
2393,21,Male,Civil,1,6,0,0,0
2394,25,Male,"Computer Science",1,7,0,0,1
2395,20,Male,"Information Technology",1,8,0,0,1
2396,26,Male,"Computer Science",1,7,0,0,1
2397,21,Male,"Computer Science",1,6,0,0,0
2398,25,Male,"Computer Science",2,7,0,1,1
2399,21,Male,"Computer Science",1,7,1,0,0
2400,25,Male,"Computer Science",2,7,0,1,1
2401,20,Male,"Computer Science",1,8,0,0,1
2402,21,Male,"Computer Science",1,8,0,0,1
2403,24,Male,"Computer Science",0,6,0,0,1
2404,21,Male,Civil,0,8,0,1,1
2405,20,Male,Mechanical,1,8,1,0,1
2406,26,Male,Electrical,0,6,0,0,1
2407,20,Male,"Information Technology",0,8,0,1,1
2408,24,Male,"Information Technology",0,7,0,0,1
2409,20,Male,"Computer Science",0,6,0,1,0
2410,26,Male,"Computer Science",1,7,0,0,1
2411,21,Male,Mechanical,1,8,1,0,1
2412,26,Male,Mechanical,1,7,1,1,0
2413,20,Male,Civil,0,8,0,0,1
2414,24,Male,"Computer Science",1,7,0,0,1
2415,20,Female,"Electronics And Communication",0,6,0,0,0
2416,26,Female,"Information Technology",0,6,0,0,1
2417,21,Male,Electrical,0,8,0,0,1
2418,25,Female,"Computer Science",0,6,1,1,1
2419,21,Male,Mechanical,0,6,1,0,0
2420,20,Male,"Electronics And Communication",0,7,0,0,1
2421,25,Male,Mechanical,1,6,1,0,1
2422,21,Female,"Computer Science",1,6,1,0,0
2423,20,Male,Civil,1,9,0,0,1
2424,26,Male,"Computer Science",1,6,0,0,1
2425,20,Male,"Information Technology",0,6,0,0,0
2426,20,Male,"Information Technology",1,7,0,1,0
2427,21,Male,Civil,1,8,0,0,1
2428,21,Male,"Computer Science",1,9,0,0,1
2429,25,Female,"Electronics And Communication",0,6,0,0,1
2430,20,Male,Mechanical,1,8,1,0,1
2431,20,Male,"Information Technology",0,7,0,0,0
2432,22,Male,Civil,1,6,0,0,0
2433,21,Female,Electrical,1,8,0,0,1
2434,20,Male,"Information Technology",1,7,1,0,0
2435,21,Female,Electrical,0,6,0,0,0
2436,21,Male,Civil,0,7,0,0,0
2437,20,Female,"Computer Science",2,8,1,0,1
2438,22,Male,"Computer Science",1,7,0,0,0
2439,21,Male,Mechanical,0,7,1,0,0
2440,21,Male,Mechanical,0,6,1,0,0
2441,21,Male,"Electronics And Communication",0,7,0,0,1
2442,21,Female,"Information Technology",0,7,0,0,0
2443,20,Male,"Computer Science",1,8,0,0,1
2444,22,Male,"Computer Science",1,7,0,0,0
2445,21,Female,"Information Technology",1,8,1,0,1
2446,20,Male,Electrical,1,7,1,1,1
2447,21,Female,"Information Technology",1,7,0,1,0
2448,20,Female,"Information Technology",1,8,1,0,1
2449,20,Male,"Electronics And Communication",0,8,0,0,1
2450,22,Male,Electrical,0,6,0,0,0
2451,20,Male,Mechanical,0,7,1,0,0
2452,20,Female,"Information Technology",2,8,0,0,1
2453,20,Male,"Information Technology",2,6,0,0,1
2454,20,Male,"Computer Science",0,8,0,0,1
2455,21,Male,"Computer Science",1,7,0,0,0
2456,20,Male,Mechanical,0,8,1,0,1
2457,21,Female,Mechanical,1,6,1,0,0
2458,20,Male,Mechanical,0,8,1,0,1
2459,21,Male,"Computer Science",2,6,0,0,1
2460,20,Male,"Computer Science",0,6,0,0,0
2461,21,Male,"Information Technology",0,7,0,0,0
2462,20,Male,"Information Technology",1,7,0,0,0
2463,21,Male,"Computer Science",1,6,0,0,0
2464,22,Male,"Information Technology",0,7,0,0,0
2465,20,Male,Civil,0,6,1,0,0
2466,20,Male,"Computer Science",1,6,0,0,0
2467,21,Male,"Information Technology",0,7,0,1,0
2468,21,Male,Mechanical,0,7,1,1,0
2469,21,Female,"Information Technology",1,7,0,0,0
2470,21,Male,Mechanical,0,6,1,0,0
2471,21,Male,"Computer Science",2,7,0,1,0
2472,22,Male,"Electronics And Communication",1,7,0,0,0
2473,20,Male,"Computer Science",1,6,0,0,0
2474,20,Male,"Information Technology",0,7,0,1,0
2475,22,Male,"Electronics And Communication",1,6,0,1,0
2476,20,Male,"Information Technology",0,8,0,1,1
2477,20,Male,Civil,0,7,1,0,0
2478,21,Male,Electrical,1,7,0,0,1
2479,21,Male,"Electronics And Communication",1,6,1,1,0
2480,21,Male,"Electronics And Communication",0,7,0,0,1
2481,22,Male,"Information Technology",1,6,1,0,0
2482,20,Male,"Electronics And Communication",0,7,0,0,0
2483,21,Female,"Information Technology",1,8,1,0,1
2484,21,Male,"Computer Science",1,6,0,0,0
2485,21,Female,"Information Technology",2,8,0,0,1
2486,21,Male,"Information Technology",1,6,1,0,0
2487,21,Male,Mechanical,0,6,1,0,0
2488,21,Male,Electrical,0,6,0,1,0
2489,21,Male,"Information Technology",0,7,0,1,0
2490,21,Female,"Computer Science",1,8,1,0,1
2491,21,Female,"Computer Science",2,8,0,0,1
2492,20,Female,"Information Technology",0,7,0,0,0
2493,20,Female,"Information Technology",1,7,0,1,0
2494,21,Male,Mechanical,1,7,1,0,0
2495,22,Male,"Information Technology",0,6,0,0,0
2496,20,Male,"Electronics And Communication",1,7,1,1,0
2497,21,Male,Civil,0,8,0,0,1
2498,21,Male,"Electronics And Communication",0,7,0,0,1
2499,20,Female,"Electronics And Communication",0,8,0,0,1
2500,21,Male,"Information Technology",0,7,0,0,0
2501,20,Male,"Information Technology",1,7,0,0,0
2502,20,Male,"Information Technology",1,7,0,1,0
2503,21,Male,Civil,0,8,0,0,1
2504,21,Male,Mechanical,0,6,0,1,0
2505,21,Male,Electrical,0,7,0,0,0
2506,21,Male,Electrical,2,6,0,1,0
2507,20,Male,Electrical,1,7,0,1,1
2508,21,Male,Electrical,0,7,0,0,0
2509,20,Male,"Computer Science",1,7,0,0,0
2510,20,Male,"Computer Science",1,7,1,0,0
2511,20,Male,Electrical,0,8,0,0,1
2512,20,Female,"Computer Science",0,7,1,0,0
2513,21,Female,"Computer Science",1,8,1,0,1
2514,20,Male,"Computer Science",1,8,0,0,1
2515,21,Male,Electrical,0,8,0,0,1
2516,20,Male,Civil,0,7,0,1,0
2517,22,Female,Electrical,1,6,1,1,0
2518,21,Male,Mechanical,1,7,0,0,0
2519,20,Male,Civil,2,9,0,0,1
2520,21,Male,"Computer Science",1,7,0,0,0
2521,21,Male,Electrical,0,8,0,0,1
2522,21,Female,"Computer Science",1,9,1,0,1
2523,21,Female,"Information Technology",0,7,0,0,0
2524,20,Female,Electrical,0,8,0,0,1
2525,20,Male,Electrical,0,9,1,0,1
2526,20,Male,"Information Technology",0,6,0,0,0
2527,20,Male,Civil,2,9,0,0,1
2528,20,Male,"Information Technology",0,6,0,0,0
2529,20,Male,"Information Technology",0,8,0,0,1
2530,20,Male,"Electronics And Communication",2,8,0,0,1
2531,21,Male,"Electronics And Communication",1,6,0,1,0
2532,20,Male,Mechanical,0,6,1,1,0
2533,21,Male,"Information Technology",0,8,0,0,1
2534,22,Female,"Information Technology",3,7,1,1,0
2535,21,Male,Electrical,1,8,0,0,1
2536,21,Male,"Computer Science",1,8,0,0,1
2537,21,Female,"Computer Science",1,6,1,0,0
2538,20,Male,"Computer Science",0,6,0,0,0
2539,21,Male,"Information Technology",1,8,0,0,1
2540,21,Male,Mechanical,0,7,1,0,0
2541,20,Female,"Information Technology",1,7,0,0,0
2542,20,Male,"Electronics And Communication",0,7,0,0,1
2543,21,Male,"Computer Science",1,8,0,0,1
2544,21,Male,"Electronics And Communication",0,8,0,0,1
2545,20,Male,"Computer Science",1,9,0,0,1
2546,22,Female,"Information Technology",0,8,0,0,1
2547,21,Female,"Electronics And Communication",1,8,0,0,1
2548,20,Male,Electrical,3,7,0,0,1
2549,22,Female,"Information Technology",1,8,0,0,1
2550,20,Female,"Computer Science",0,6,1,0,0
2551,21,Male,Civil,1,8,0,0,1
2552,21,Male,"Electronics And Communication",1,7,0,1,0
2553,21,Male,"Computer Science",0,7,0,0,0
2554,21,Male,Mechanical,0,7,1,1,0
2555,21,Male,"Information Technology",1,6,0,0,0
2556,20,Male,"Computer Science",0,7,0,1,0
2557,21,Male,"Electronics And Communication",2,7,1,1,1
2558,21,Female,"Information Technology",1,8,0,0,1
2559,20,Male,"Electronics And Communication",0,6,0,0,0
2560,21,Female,"Computer Science",1,7,1,0,0
2561,22,Male,Mechanical,0,8,1,0,1
2562,21,Male,"Computer Science",2,8,0,0,1
2563,22,Male,Mechanical,0,7,1,1,0
2564,21,Male,"Computer Science",0,8,0,0,1
2565,22,Male,"Information Technology",2,8,0,0,1
2566,20,Female,Electrical,0,6,0,0,0
2567,21,Male,Civil,0,7,0,0,0
2568,22,Female,"Computer Science",0,6,1,1,0
2569,20,Male,"Computer Science",0,7,0,0,0
2570,21,Male,"Computer Science",0,8,0,0,1
2571,21,Male,"Information Technology",2,6,0,0,1
2572,20,Male,Civil,1,6,0,0,0
2573,22,Male,Electrical,0,8,0,1,1
2574,21,Female,"Computer Science",1,8,1,0,1
2575,22,Male,Civil,1,7,0,0,0
2576,21,Male,Electrical,1,6,0,0,0
2577,22,Female,Civil,1,6,0,1,0
2578,21,Male,"Information Technology",1,9,1,0,1
2579,20,Male,"Computer Science",1,6,0,0,0
2580,22,Male,"Information Technology",3,8,0,0,1
2581,21,Male,"Information Technology",0,7,0,0,0
2582,21,Male,Electrical,1,8,0,1,1
2583,20,Female,"Computer Science",0,7,1,0,0
2584,20,Male,"Electronics And Communication",0,6,0,0,0
2585,21,Male,"Information Technology",1,7,0,0,0
2586,20,Male,Mechanical,1,6,0,1,0
2587,21,Male,"Electronics And Communication",1,7,0,0,0
2588,21,Male,"Computer Science",1,8,0,0,1
2589,21,Female,"Computer Science",2,6,1,0,1
2590,22,Male,Mechanical,0,6,1,0,0
2591,20,Male,Electrical,0,9,0,1,1
2592,20,Male,"Electronics And Communication",1,6,0,1,0
2593,22,Male,Civil,0,8,1,1,1
2594,21,Male,Electrical,1,9,0,0,1
2595,22,Male,Civil,0,7,0,1,0
2596,20,Male,"Computer Science",1,9,0,0,1
2597,21,Female,"Computer Science",0,8,1,1,1
2598,21,Male,Mechanical,1,9,1,0,1
2599,22,Male,"Information Technology",1,6,0,0,0
2600,20,Female,"Electronics And Communication",0,7,0,0,1
2601,21,Female,"Computer Science",1,8,1,0,1
2602,22,Male,Mechanical,0,6,1,0,0
2603,20,Male,"Information Technology",1,8,0,1,1
2604,21,Male,"Electronics And Communication",1,9,0,1,1
2605,21,Male,"Computer Science",2,6,0,0,1
2606,20,Male,Mechanical,0,8,1,0,1
2607,20,Female,Mechanical,1,8,1,0,1
2608,22,Male,"Information Technology",0,8,0,1,1
2609,20,Female,"Information Technology",0,8,0,0,1
2610,21,Male,"Computer Science",1,8,0,0,1
2611,22,Male,Civil,0,6,0,0,0
2612,20,Male,Civil,1,8,0,0,1
2613,20,Female,"Information Technology",0,8,0,0,1
2614,22,Female,Mechanical,1,8,1,0,1
2615,20,Male,Electrical,0,8,0,0,1
2616,21,Male,Civil,2,7,1,1,0
2617,20,Male,Civil,1,8,0,0,1
2618,21,Male,Mechanical,0,7,1,0,0
2619,21,Male,"Information Technology",0,6,0,1,0
2620,23,Male,"Electronics And Communication",0,8,0,0,1
2621,21,Male,Mechanical,0,6,1,1,0
2622,22,Male,Mechanical,0,7,1,0,0
2623,20,Male,Civil,1,9,0,0,1
2624,22,Male,"Information Technology",0,7,0,1,0
2625,22,Male,"Electronics And Communication",0,6,0,1,0
2626,21,Female,"Electronics And Communication",0,9,0,0,1
2627,22,Female,"Information Technology",1,6,1,0,0
2628,21,Female,"Information Technology",0,8,0,0,1
2629,21,Male,"Computer Science",1,7,0,0,0
2630,21,Male,Mechanical,0,7,1,0,0
2631,21,Male,"Computer Science",1,8,0,0,1
2632,21,Male,Electrical,0,9,0,0,1
2633,23,Male,"Computer Science",0,6,0,0,0
2634,20,Male,Electrical,1,8,0,0,1
2635,23,Male,Mechanical,1,6,1,0,0
2636,21,Female,"Computer Science",2,9,1,1,1
2637,23,Male,"Computer Science",1,8,0,0,1
2638,21,Male,"Computer Science",1,7,0,0,0
2639,20,Female,"Information Technology",0,7,0,0,0
2640,22,Male,"Electronics And Communication",1,8,0,0,1
2641,23,Male,Mechanical,0,7,1,0,0
2642,21,Male,Mechanical,1,9,1,1,1
2643,21,Male,"Computer Science",2,6,0,0,1
2644,21,Male,Civil,0,9,1,0,1
2645,23,Male,Electrical,0,7,0,1,0
2646,21,Male,"Information Technology",2,8,0,0,1
2647,23,Male,"Computer Science",1,7,0,0,0
2648,22,Male,"Electronics And Communication",1,7,0,0,0
2649,20,Male,"Electronics And Communication",1,7,0,1,1
2650,23,Male,Electrical,0,6,1,0,0
2651,22,Male,"Computer Science",1,8,0,0,1
2652,20,Male,"Computer Science",1,7,0,0,0
2653,21,Male,"Information Technology",1,8,1,1,1
2654,22,Male,"Computer Science",1,7,0,0,0
2655,21,Male,"Information Technology",0,7,0,0,0
2656,23,Male,Civil,0,7,0,0,0
2657,21,Male,"Electronics And Communication",0,8,0,1,1
2658,20,Male,Mechanical,0,9,1,0,1
2659,23,Male,"Information Technology",1,6,0,1,0
2660,22,Male,Mechanical,0,8,1,0,1
2661,21,Male,"Electronics And Communication",0,9,0,1,1
2662,21,Male,"Computer Science",0,7,0,1,0
2663,21,Male,"Electronics And Communication",0,8,0,0,1
2664,22,Male,"Electronics And Communication",0,7,0,0,0
2665,20,Male,Civil,0,9,1,1,1
2666,22,Female,"Electronics And Communication",3,6,0,0,1
2667,20,Male,Electrical,1,8,0,1,1
2668,21,Male,"Computer Science",1,7,0,0,0
2669,21,Male,Electrical,0,8,0,0,1
2670,20,Male,"Information Technology",0,8,0,0,1
2671,22,Male,Mechanical,0,6,1,0,0
2672,21,Female,"Electronics And Communication",2,7,0,0,1
2673,21,Female,"Electronics And Communication",3,9,0,0,1
2674,21,Male,"Computer Science",1,7,0,0,0
2675,20,Male,"Information Technology",1,7,0,0,0
2676,21,Male,Mechanical,0,7,1,1,0
2677,20,Male,"Computer Science",1,7,0,0,0
2678,21,Male,Civil,1,8,0,0,1
2679,21,Male,Electrical,1,9,0,0,1
2680,22,Male,Civil,1,7,0,1,0
2681,20,Male,"Electronics And Communication",3,8,1,1,1
2682,21,Male,Electrical,0,7,0,0,0
2683,20,Female,"Electronics And Communication",0,8,0,0,1
2684,21,Male,Civil,0,6,0,0,0
2685,21,Male,Electrical,0,6,0,0,0
2686,22,Female,"Information Technology",0,7,0,1,0
2687,22,Male,"Computer Science",2,7,0,0,0
2688,21,Male,Mechanical,1,8,1,0,1
2689,22,Male,"Information Technology",1,8,1,0,1
2690,23,Male,Mechanical,0,6,1,0,0
2691,21,Male,"Electronics And Communication",0,7,0,0,0
2692,23,Male,"Electronics And Communication",1,6,1,1,0
2693,20,Male,Electrical,0,9,0,1,1
2694,22,Male,"Computer Science",0,6,0,0,0
2695,22,Male,"Electronics And Communication",2,8,0,0,1
2696,21,Male,Civil,3,9,0,0,1
2697,21,Male,Civil,2,8,0,0,1
2698,22,Male,"Electronics And Communication",3,8,0,1,1
2699,20,Male,"Computer Science",1,8,0,0,1
2700,23,Male,"Electronics And Communication",1,7,0,0,1
2701,20,Male,Mechanical,0,9,1,1,1
2702,22,Male,"Information Technology",1,8,0,0,1
2703,20,Male,"Computer Science",1,8,0,0,1
2704,21,Male,"Information Technology",1,6,0,0,0
2705,23,Female,"Computer Science",1,6,1,0,0
2706,20,Male,"Electronics And Communication",1,9,1,1,1
2707,21,Female,"Information Technology",0,6,0,0,0
2708,21,Male,"Information Technology",0,6,0,1,0
2709,21,Male,"Information Technology",2,9,0,0,1
2710,21,Male,"Information Technology",0,7,0,1,0
2711,20,Male,Electrical,1,7,0,1,1
2712,23,Male,"Electronics And Communication",0,6,0,1,0
2713,21,Male,Electrical,0,9,0,0,1
2714,22,Male,"Information Technology",1,6,0,0,0
2715,21,Male,Mechanical,0,8,1,0,1
2716,23,Male,"Information Technology",1,6,0,0,0
2717,22,Female,"Computer Science",1,6,1,0,0
2718,23,Male,"Information Technology",0,7,0,1,0
2719,21,Male,Electrical,1,7,0,0,1
2720,20,Male,Civil,0,9,0,0,1
2721,23,Male,"Electronics And Communication",1,7,0,1,1
2722,28,Female,"Computer Science",3,8,1,0,1
2723,21,Female,"Computer Science",0,7,1,0,0
2724,23,Male,Mechanical,0,6,1,0,0
2725,20,Female,Electrical,1,7,0,0,1
2726,21,Male,"Information Technology",0,6,0,1,0
2727,20,Male,"Information Technology",1,8,1,0,1
2728,21,Male,"Computer Science",0,7,0,1,0
2729,21,Male,"Computer Science",1,7,0,0,0
2730,21,Female,"Electronics And Communication",0,7,0,0,1
2731,22,Male,"Information Technology",0,7,0,1,0
2732,22,Male,"Information Technology",0,7,0,0,0
2733,21,Male,Electrical,0,8,0,0,1
2734,23,Male,"Information Technology",0,8,0,0,1
2735,21,Male,"Information Technology",0,8,0,0,1
2736,21,Female,"Computer Science",0,6,1,0,0
2737,22,Male,Mechanical,1,6,1,1,0
2738,22,Female,"Electronics And Communication",0,8,0,0,1
2739,21,Male,Mechanical,0,7,1,0,0
2740,22,Male,"Computer Science",1,6,0,0,0
2741,22,Male,Mechanical,0,7,1,0,0
2742,21,Male,Electrical,0,8,0,0,1
2743,21,Male,Mechanical,0,8,1,0,1
2744,21,Male,"Information Technology",2,8,0,0,1
2745,20,Male,Electrical,0,9,0,1,1
2746,21,Male,"Computer Science",1,7,0,0,0
2747,22,Male,"Computer Science",0,8,0,1,1
2748,21,Male,"Electronics And Communication",1,7,0,0,1
2749,23,Male,"Electronics And Communication",1,8,1,1,1
2750,22,Female,Electrical,1,8,0,0,1
2751,20,Male,"Electronics And Communication",2,7,0,0,1
2752,21,Male,"Information Technology",0,7,0,1,0
2753,22,Female,"Computer Science",0,6,1,0,0
2754,21,Male,"Computer Science",2,8,0,0,1
2755,22,Male,Mechanical,0,7,1,0,0
2756,20,Male,Civil,0,9,0,0,1
2757,22,Male,Mechanical,1,8,1,1,1
2758,20,Male,"Computer Science",1,8,0,0,1
2759,21,Male,Electrical,0,7,0,0,0
2760,21,Male,"Computer Science",1,6,0,0,0
2761,21,Male,Electrical,0,9,0,0,1
2762,23,Female,Mechanical,1,7,0,0,0
2763,22,Male,"Electronics And Communication",0,6,0,0,0
2764,21,Male,"Electronics And Communication",0,7,0,0,1
2765,21,Female,"Information Technology",0,7,0,0,0
2766,21,Male,"Electronics And Communication",1,6,0,0,0
2767,20,Male,"Information Technology",0,8,0,0,1
2768,21,Male,"Computer Science",0,7,0,0,0
2769,21,Female,"Computer Science",0,8,1,0,1
2770,21,Male,Electrical,0,7,1,0,0
2771,22,Male,Mechanical,0,6,1,0,0
2772,20,Male,"Electronics And Communication",2,7,0,0,1
2773,23,Male,Civil,1,8,0,0,1
2774,22,Male,"Computer Science",1,8,0,0,1
2775,21,Male,"Information Technology",1,8,1,0,1
2776,23,Male,"Computer Science",1,8,0,0,1
2777,21,Male,Civil,0,8,1,0,1
2778,21,Male,"Computer Science",1,7,0,0,0
2779,22,Male,"Information Technology",1,6,0,1,0
2780,22,Male,"Computer Science",1,8,0,0,1
2781,20,Male,Civil,1,7,1,0,0
2782,22,Male,"Computer Science",1,7,0,0,0
2783,22,Male,"Information Technology",0,7,0,0,0
2784,21,Female,"Electronics And Communication",2,8,0,0,1
2785,21,Female,"Information Technology",1,8,1,0,1
2786,22,Male,Mechanical,1,7,1,1,0
2787,23,Male,"Information Technology",3,8,1,0,1
2788,21,Male,"Information Technology",1,8,0,1,1
2789,22,Male,"Computer Science",0,8,0,0,1
2790,20,Male,"Computer Science",2,7,0,0,1
2791,21,Male,"Information Technology",1,6,0,0,0
2792,20,Male,"Information Technology",0,9,0,0,1
2793,22,Male,"Information Technology",2,8,0,0,1
2794,21,Male,"Information Technology",1,8,0,0,1
2795,22,Male,Mechanical,0,6,1,0,0
2796,21,Male,Electrical,0,6,0,0,0
2797,22,Male,"Information Technology",0,6,0,0,0
2798,20,Male,"Information Technology",2,8,0,0,1
2799,22,Male,Civil,0,8,1,0,1
2800,22,Male,"Information Technology",1,7,0,0,0
2801,20,Male,"Electronics And Communication",1,7,0,0,0
2802,22,Male,"Information Technology",1,8,0,0,1
2803,20,Male,"Information Technology",1,9,0,0,1
2804,23,Male,"Electronics And Communication",0,6,0,0,0
2805,20,Male,"Electronics And Communication",1,7,0,0,1
2806,23,Male,Civil,2,8,0,0,1
2807,21,Female,"Computer Science",1,9,1,0,1
2808,20,Male,"Electronics And Communication",0,9,0,0,1
2809,20,Male,"Computer Science",0,8,0,1,1
2810,21,Male,Electrical,0,8,0,0,1
2811,20,Male,Electrical,1,7,0,0,1
2812,21,Male,"Electronics And Communication",0,8,0,0,1
2813,20,Male,"Computer Science",0,9,0,1,1
2814,21,Male,"Computer Science",0,7,0,1,0
2815,21,Male,Mechanical,1,7,1,0,0
2816,21,Male,Mechanical,0,8,1,0,1
2817,20,Male,Mechanical,0,7,1,1,0
2818,22,Male,"Electronics And Communication",0,7,0,0,0
2819,23,Male,"Information Technology",1,7,0,0,0
2820,21,Male,Electrical,0,7,0,0,0
2821,22,Male,"Electronics And Communication",2,6,0,0,1
2822,21,Male,"Information Technology",1,8,0,0,1
2823,23,Male,Mechanical,0,6,1,0,0
2824,23,Female,"Electronics And Communication",0,7,0,0,1
2825,20,Male,Electrical,0,8,1,0,1
2826,23,Male,"Electronics And Communication",0,8,0,0,1
2827,21,Male,Electrical,0,7,0,0,0
2828,21,Male,Mechanical,1,8,0,0,1
2829,23,Male,"Information Technology",1,7,0,1,0
2830,20,Male,"Information Technology",0,7,0,0,0
2831,21,Male,"Computer Science",1,7,0,0,0
2832,20,Male,"Information Technology",0,9,0,0,1
2833,23,Male,"Information Technology",1,7,1,1,0
2834,20,Female,"Computer Science",3,8,1,0,1
2835,22,Male,"Computer Science",2,8,0,1,1
2836,21,Male,Mechanical,0,9,1,0,1
2837,21,Male,Electrical,0,7,0,0,0
2838,21,Male,"Electronics And Communication",0,8,0,0,1
2839,22,Male,Civil,0,8,0,0,1
2840,23,Male,Mechanical,0,8,1,1,1
2841,23,Female,"Computer Science",1,8,1,0,1
2842,23,Female,"Computer Science",1,8,1,0,1
2843,21,Male,"Computer Science",3,8,0,0,1
2844,23,Male,Mechanical,0,8,1,0,1
2845,21,Male,"Information Technology",1,7,0,0,0
2846,22,Male,"Electronics And Communication",0,7,0,0,0
2847,22,Male,"Information Technology",2,6,0,0,1
2848,21,Male,Mechanical,0,7,1,1,0
2849,23,Male,"Electronics And Communication",2,8,0,0,1
2850,20,Female,Electrical,1,7,0,1,1
2851,23,Male,"Computer Science",0,6,0,0,1
2852,21,Male,"Computer Science",0,8,0,0,1
2853,23,Male,"Computer Science",2,6,0,0,1
2854,21,Female,"Information Technology",1,9,0,0,1
2855,21,Male,"Computer Science",1,7,0,0,0
2856,21,Female,"Information Technology",0,7,0,0,0
