"Movie Name","Release Period","Whether Remake","Whether Franchise",Genre,star_rating,"New Actor","New Director","New Music Director","Lead Star",Director,"Music Director","Number of Screens",Revenue(INR),Budget(INR)
Jimmy,Normal,No,No,suspense,8.9,Yes,No,No,"Mahakshay Chakraborty","Raj N. Sippy","Anand Raj Anand",425,90000000,18600000
"The Murderer",Holiday,No,No,thriller,8.9,No,No,No,"Mahakshay Chakraborty","Raj N. Sippy","Sohail Sen",75,40000000,6000000
"Haunted 3D",Holiday,No,Yes,horror,8.9,No,No,No,"Mahakshay Chakraborty","Vikram Bhatt","Chirantan Bhatt",1100,130000000,360300000
"Be Parda",Normal,No,No,adult,8.9,Yes,Yes,No,Mahesh,Simran,"Anand - Milind",5,6000000,2200000
"Saheb Biwi Aur Gangster",Holiday,No,No,thriller,8.9,No,No,Yes,"Mahie Gill","Tigmanshu Dhulia","Ankit Tiwari",525,60000000,107550000
"Saheb Biwi Aur Gangster Returns",Holiday,No,Yes,thriller,8.8,No,No,No,"Mahie Gill","Tigmanshu Dhulia","Sandeep Chowta",1350,190000000,288013750
"Kudiyon Ka Hai Zamana",Holiday,No,No,comedy,8.8,No,Yes,Yes,"Mahima Chaudhary","Amar Butala","Yasin Darbar",85,75000000,3425000
"The Film",Normal,No,No,drama,8.8,No,Yes,Yes,"Mahima Chaudhary","Junaid Memon","Siddharth - Suhas",25,15000000,850000
"Souten - The Other Woman",Normal,No,No,thriller,8.8,No,No,No,"Mahima Chaudhary","Karan Razdan","Anand - Milind",110,35000000,15400000
"Bachke Rehna Re Baba",Normal,No,No,comedy,8.8,No,No,No,"Mallika Sherawat","Govind Menon","Anu Malik",225,60000000,55192500
Hisss,Holiday,No,No,thriller,8.7,No,Yes,No,"Mallika Sherawat","Jennifer Chambers Lynch","Salim - Sulaiman",650,280000000,75582500
"Dirty Politics",Holiday,No,No,drama,8.7,No,No,No,"Mallika Sherawat","K.C. Bokadia","Aadesh Shrivastava",1150,110000000,84800000
"Ugly Aur Pagli",Normal,No,No,rom__com,8.7,No,Yes,No,"Mallika Sherawat","Sachin Kamlakar Khot","Anu Malik",400,120000000,107516250
"Maan Gaye Mughall-E-Azam",Holiday,No,No,comedy,8.7,No,No,No,"Mallika Sherawat","Sanjay Chhel","Anu Malik",325,80000000,25872000
"Sau Jhooth Ek Sach",Normal,No,No,drama,8.7,Yes,Yes,Yes,Mammootty,"Bappaditya Roy","Faizal Qureshi",3,5000000,180000
"Ek Pyaar Aisa Bhi",Normal,No,No,drama,8.7,Yes,Yes,No,"Manav Sohal","Pradeep Pandit","N.K. Nandan",1,4000000,500000
"Vishwas - The Power Of Faith",Holiday,No,No,drama,8.7,Yes,No,No,"Manav Vij","Kukku Batra","Bappi Lahiri",10,3000000,290000
"Meerabai Not Out",Normal,No,No,comedy,8.7,No,Yes,No,"Mandira Bedi","Chandrakant Kulkarni","Sandesh Shandilya",105,22500000,1050000
"Trip To Bhangarh",Holiday,No,No,horror,8.7,No,Yes,Yes,"Manish Chaudhary","Jitender Pawar","Onkar Singh",150,35000000,3100000
"Tere Bin Laden - Dead Or Alive",Normal,No,Yes,comedy,8.7,No,No,No,"Manish Paul","Abhishek Sharma","Ali Zafar",850,130000000,58070000
"Mickey Virus",Normal,No,No,comedy,8.6,Yes,Yes,No,"Manish Paul","Saurabh Varma","Hanif Sheikh",1000,110000000,106000000
"Anjaane - The Unknown",Holiday,No,No,suspense,8.6,No,Yes,No,"Manisha Koirala","Harryy W. Fernaandes","Himesh Reshammiya",30,15000000,1350000
"Chaahat Ek Nasha...",Holiday,No,No,love_story,8.6,No,No,No,"Manisha Koirala","Jay Prakash","Anand Raj Anand",150,22500000,15300000
Tulsi,Normal,No,No,drama,8.6,No,Yes,No,"Manisha Koirala","K. Ajay Kumar","Vinay Tiwari",8,10000000,120000
Sirf....,Normal,No,No,drama,8.6,No,Yes,Yes,"Manisha Koirala","Raajatesh Nayar","Sohail Sen",110,30000000,5550000
"Life Is Beautiful!",Normal,No,No,drama,8.6,Yes,Yes,No,"Manoj Amarnani","Manoj Amarnani","John T. Hunt",50,25000000,825000
"Dus Tola",Holiday,No,No,comedy,8.6,No,Yes,No,"Manoj Bajpai","Ajay Varma","Sandesh Shandilya",175,62500000,1950000
Jugaad,Holiday,No,No,comedy,8.6,No,No,No,"Manoj Bajpai","Anand Kumar","Sachin Gupta",90,40000000,1950000
"Gangs Of Wasseypur 1",Normal,No,No,drama,8.6,No,No,Yes,"Manoj Bajpai","Anurag Kashyap"," Sneha Khanwalkar",1000,210000000,379699000
Chittagong,Normal,No,No,drama,8.6,No,Yes,No,"Manoj Bajpai","Bedabrata Pain","Shankar - Ehsaan - Loy",65,50000000,4750000
Fareb,Holiday,No,No,thriller,8.6,No,No,No,"Manoj Bajpai","Deepak Tijori","Anu Malik",70,35000000,10834800
Swami,Normal,No,No,drama,8.6,No,Yes,Yes,"Manoj Bajpai","Ganesh Acharya","Nitin Arora",40,27500000,2350000
Aligarh,Normal,No,No,drama,8.6,No,No,Yes,"Manoj Bajpai","Hansal Mehta","Karan Kulkarni",450,110000000,37400000
Lanka,Normal,No,No,drama,8.6,No,Yes,No,"Manoj Bajpai","Maqbool Khan","Toshi - Sharib",375,80000000,5900000
Traffic,Holiday,Yes,No,drama,8.6,No,Yes,No,"Manoj Bajpai","Rajesh Pillai",Mithoon,500,90000000,51267500
"The Dirty Relation",Holiday,No,No,adult,8.5,Yes,No,Yes,"Manoj Pandey","Kesar Matharu","Imran Wasim",50,5000000,5000000
"Chaahat Ek Ehsaas",Normal,No,No,adult,8.5,Yes,Yes,No,"Manoranjan Jha","S. Latif","Dheeraj Sen",1,4000000,70000
"Ya Rab",Normal,No,No,drama,8.5,Yes,Yes,No,"Manzar Sehbai","Hasnain Hyderabadwala","Amjad - Nadeem",275,60000000,3600000
"Hum Tum Dushman Dushman",Normal,No,No,drama,8.5,Yes,No,No,"Mashaal Durrani","Iqbal Durrani","Ali Ghani",125,20000000,1625000
"Hum Sey Hai Jahaan",Normal,No,No,rom__com,8.5,Yes,Yes,No,"Mashhoor Amrohi","Mashhoor Amrohi","Siddharth - Suhas",40,50000000,1375000
"Thanks Maa",Normal,No,No,drama,8.5,Yes,Yes,No,"Master Shams","Irfan Kamal","Sajid - Wajid",125,25000000,2000000
Bhadaas,Normal,No,No,thriller,8.5,No,No,Yes,Meera,"Ajay Yadav","Shabab Azmi",125,27500000,1850000
"5 Ghantey Mein 5 Crore",Holiday,No,No,horror,8.5,No,No,Yes,Meera,"Faisal Saif","Leonard Victor",30,17500000,525000
"Bad Friend",Holiday,No,No,adult,8.5,No,No,No,"Meghna Naidu","Aditya Om","Nikhil - Vinay",3,4000000,2200000
Mashooka,Normal,No,No,drama,8.5,No,No,No,"Meghna Naidu","Afzal Ahmed","Sajid - Wajid",35,15000000,6543500
"Hum Tum Aur Mom",Normal,No,No,drama,8.5,Yes,Yes,Yes,"Mehrunnisa Hassan","Ashok Nanda",K.P.,5,20000000,400000
"Love Lies And Seeta",Normal,No,No,rom__com,8.5,Yes,Yes,Yes,"Melanie Kannokada","Chandra Pemmaraju","Dan Omelia",25,17500000,250000
"Tezaab - The Acid of Love",Normal,No,No,drama,8.5,Yes,No,No,Mighty,"Shakeel Noorani","Roop Kumar Rathod",30,12500000,6665250
"Balwinder Singh... Famous Ho Gaya",Normal,No,No,comedy,8.5,No,No,No,"Mika Singh","Sunil Agnihotri","Lalit Pandit",450,70000000,5700000
"U R My Jaan",Normal,No,No,love_story,8.5,Yes,Yes,No,"Mikaal Zulfikaar","Aron Govil","Sanjeev - Darshan",70,30000000,1100000
"Husn Bewafa",Normal,No,No,drama,8.5,No,No,Yes,"Milind Gunaji","Devendra Dua","Abhijeet - Kuljeet",3,4500000,650000
"Karo Na... Pyaar",Normal,No,No,adult,8.5,No,No,No,"Milind Gunaji","K. Bhushan","Abhi - Raj",8,4000000,650000
"Humne Jeena Seekh Liya",Holiday,No,No,drama,8.5,No,No,Yes,"Milind Gunaji","Milind Ukey",Pranit,5,7000000,250000
Katputtli,Holiday,No,No,thriller,8.5,No,No,No,Mink,"Sanjay Khanna","Bappi - Tutal",25,20000000,400000
Kaanchi,Normal,No,No,drama,8.5,Yes,No,No,Mishti,"Subhash Ghai","Salim - Sulaiman",1250,240000000,53000000
"Don Muthu Swami",Normal,No,No,comedy,8.5,No,No,No,"Mithun Chakraborty","Ashim Samanta","Anu Malik",200,47500000,8400000
Baabarr,Normal,No,No,action,8.5,No,No,No,"Mithun Chakraborty","Ashu Trikha","Anand Raj Anand",350,45000000,19786000
"Zindagi Tere Naam",Normal,No,No,drama,8.5,No,No,No,"Mithun Chakraborty","Ashu Trikha","Sajid - Wajid",90,35000000,2300000
Enemmy,Normal,No,No,thriller,8.4,No,No,No,"Mithun Chakraborty","Ashu Trikha","Gourov Dasgupta",900,120000000,22800000
"Classic Dance Of Love",Normal,No,No,love_story,8.4,No,No,No,"Mithun Chakraborty","B. Subhash","Sukhwinder Singh",80,37500000,10226250
"Zor Lagaa Ke... Haiya!",Normal,No,No,drama,8.4,No,Yes,No,"Mithun Chakraborty","Girish Girija Joshi","Bappi - Tutal",125,32500000,2725000
"Insaaf Ki Jung",Normal,No,No,thriller,8.4,No,Yes,No,"Mithun Chakraborty","Prakash Kapoor","Laxmi Pawan",2,10000000,72500
"Sun Zarra.....",Holiday,No,No,love_story,8.4,No,No,No,"Mithun Chakraborty","Rohit Nayyar","Sandesh Shandilya",35,22500000,2500000
Qatal-E-Aam,Holiday,No,No,action,8.4,No,No,No,"Mithun Chakraborty","Sanjay Sharma","Bappi Lahiri",30,12500000,4530625
"Chal Chalein",Normal,No,No,drama,8.4,No,Yes,No,"Mithun Chakraborty","Ujjwal Singh",Ilaiyaraja,45,20000000,550000
Unforgettable,Normal,No,No,love_story,8.4,No,Yes,No,"Mohammad Iqbal Khan","Arshad Yusuf Pathan","Sujeet Shetty",25,60000000,310000
"Bullet Ek Dhamaka",Normal,No,No,thriller,8.4,No,Yes,No,"Mohammad Iqbal Khan","Irfan Khan","Anand Raj Anand",60,55000000,6843500
Gattu,Normal,No,No,drama,8.4,Yes,Yes,No,"Mohd. Samad","Rajan Khosa","Sandesh Shandilya",55,27500000,1550000
"The Film Emotional Atyachar",Normal,No,No,drama,8.4,No,Yes,Yes,"Mohit Ahlawat","Akshay Shere","Mangesh Dhakde",300,60000000,11000000
Shiva,Normal,No,No,action,8.4,Yes,No,No,"Mohit Ahlawat","Ram Gopal Verma",Ilaiyaraja,225,60000000,34300000
"Second Marriage Dot Com",Holiday,No,No,drama,8.4,Yes,Yes,Yes,"Mohit Chauhan","Gaurav Panjwani","Manan Munjal",25,20000000,825000
"Dimaag Ki Dahi",Normal,No,No,comedy,8.4,Yes,Yes,No,"Mohit Sharma","Suresh Kumar","Sunil Jha",3,3000000,275000
"Mumbai Mast Kallander",Holiday,No,No,drama,8.4,Yes,Yes,Yes,Mohsin,"Aman Mihani",Anaamik,45,17500000,875000
"Love In Japan",Holiday,No,No,comedy,8.4,No,Yes,Yes,"Mohsin Khan","Akram Shaikh","Sikander Khan",2,12500000,425000
Lakshmi,Normal,No,No,drama,8.4,Yes,No,No,"Monali Thakur","Nagesh Kukunoor","Tapas Relia",100,40000000,3900000
"Bobby - Love & Lust",Normal,No,No,drama,8.4,No,Yes,Yes,Monalisa,"Rakesh Parmar","Palash Sen",40,7000000,7464050
"Ek Hi Bhool",Holiday,No,No,drama,8.4,No,No,No,Monalisa,"Sandeep Kumar","Dilip Sen - Sameer Sen",25,6500000,6253400
"Ek Chatur Naar",Holiday,No,No,thriller,8.4,No,Yes,Yes,Monalisa,"Sumit Roy King","Karthik - Arjun",5,4000000,3150000
"The Quest",Holiday,No,No,drama,8.4,No,No,Yes,"Mrinal Kulkarni","Amol Palekar","Anand Modak",9,5000000,250000
"Hello Zindagi",Normal,No,No,drama,8.4,Yes,Yes,Yes,"Mrunmayee Lagoo","Raja Unnithan","Ashish Manchanda",15,8000000,80000
"Young - The Powerful Blood",Normal,No,No,drama,8.4,Yes,Yes,Yes,"Mukesh R.K. Chouksey","Mukesh R.K. Chouksey","Shriram Shankar",3,2000000,675000
"Tantiya Bheel",Normal,No,No,action,8.4,No,No,Yes,"Mukesh R.K. Chouksey","Mukesh R.K. Chouksey","Nashraj Chigre",1,2500000,800000
"Chutki Bajaa Ke",Normal,No,No,drama,8.4,No,Yes,Yes,"Mukesh Tiwari","Vedant Vishnoi","Rajiv Thanvi",20,12500000,425000
"Emptiness Tere Bina",Normal,No,No,drama,8.4,Yes,Yes,Yes,"Mukesh Vyas","Swapnil Koche","Sumit Telang",1,750000,425000
Payback,Holiday,No,No,drama,8.4,Yes,Yes,Yes,"Munish Khan","Sachin P. Karande","Dev Sikander",100,25000000,1225000
"Abhi To Raat Hai",Holiday,No,No,thriller,8.4,Yes,Yes,Yes,"Munsif Qureshi","Anees Javed",Tukaram,3,1500000,575000
Machine,Normal,No,No,thriller,8.4,Yes,No,Yes,"Mustafa Burmawalla","Abbas - Mustan",Tanishk,1600,300000000,34847500
Rang-E-Ishq,Normal,No,No,love_story,8.4,Yes,Yes,Yes,"Muzahid Khan","Srinivasa Anjanappa","Deen Mohammad",50,20000000,1300000
Dhokha,Normal,No,No,drama,8.4,Yes,No,No,"Muzammil Ibrahim","Pooja Bhatt","M.M. Kreem",125,45000000,10500000
"The Untold Story Aahinsa",Normal,No,No,drama,8.4,Yes,Yes,No,"Nafe Khan","Yusuf Ali Khan","Prashant Singh",40,3500000,450000
Mohandas,Normal,No,No,thriller,8.4,No,Yes,Yes,"Nakul Vaid","Mazhar Kamran","Vivek Priyadarshan",35,17500000,650000
"Ab Tak Chhappan 2",Normal,No,Yes,drama,8.4,No,Yes,No,"Nana Patekar","Aejaz Gulab","Sandeep Chowta",1450,180000000,93600000
Yatra,Normal,No,No,drama,8.4,No,No,No,"Nana Patekar","Goutam Ghose","Goutam Ghose",50,47500000,3800000
"Tum Milo Toh Sahi",Holiday,No,No,drama,8.4,No,No,No,"Nana Patekar","Kabir Sadanand","Sandesh Shandilya",400,120000000,28600000
"The Attacks Of 26/11",Normal,No,No,thriller,8.4,No,No,No,"Nana Patekar","Ram Gopal Verma","Amar Mohile",1250,230000000,235227500
Shagird,Normal,No,No,drama,8.3,No,No,No,"Nana Patekar","Tigmanshu Dhulia","Abhishek Ray",450,120000000,25900000
"Ek Alag Mausam",Normal,No,No,drama,8.3,No,Yes,Yes,"Nandita Das","K.P. Sasi",Ravi,2,5000000,42500
"Maharana Pratap - The First Freedom Fighter",Normal,No,No,action,8.3,Yes,Yes,Yes,"Narayan Singh Sisodia","Pradeep Kumawat","Prem Bhandari",5,5000000,300000
"Pranali - The Tradition",Normal,No,No,drama,8.3,Yes,Yes,Yes,"Nargis Bagheri","Hirdesh Kamble","Kailash Kher",80,25000000,1850000
"Land Gold Women",Normal,No,No,drama,8.3,Yes,Yes,No,"Narinder Samra","Avantika Hari","Amar Mohile",10,9000000,95000
Shadow,Holiday,No,No,suspense,8.3,Yes,No,No,"Naseer Khan","Rohit Nayyar","Anand Raj Anand",225,30000000,6500000
Ishqiya,Normal,No,No,rom__com,8.3,No,Yes,No,"Naseeruddin Shah","Abhishek Chaubey","Vishal Bhardwaj",600,190000000,318150000
"Dedh Ishqiya",Normal,No,Yes,rom__com,8.3,No,No,No,"Naseeruddin Shah","Abhishek Chaubey","Vishal Bhardwaj",1250,370000000,408370000
Waiting,Normal,No,No,drama,8.3,No,No,No,"Naseeruddin Shah","Anu Menon","Mikey McCleary",275,65000000,37000000
Irada,Holiday,No,No,drama,8.3,No,Yes,Yes,"Naseeruddin Shah","Aparnaa Singh","Neeraj Shridhar",500,75000000,11200000
"Chaalis Chauraasi",Holiday,No,No,drama,8.3,No,No,No,"Naseeruddin Shah","Hriday Shetty","Lalit Pandit",500,92500000,35700000
Maximum,Normal,No,No,thriller,8.3,No,No,No,"Naseeruddin Shah","Kabeer Kaushik","Amjad - Nadeem",625,150000000,41200000
"Sona Spa",Normal,No,No,thriller,8.3,No,No,No,"Naseeruddin Shah","Makarand Deshpande","Shailendra Barve",200,40000000,2525000
"Charlie Kay Chakkar Mein",Normal,No,No,thriller,8.3,No,No,No,"Naseeruddin Shah","Manish Shrivastava","Manish Tipu",550,60000000,10200000
Firaaq,Normal,No,No,drama,8.3,No,Yes,No,"Naseeruddin Shah","Nandita Das","Piyush Kanojia",200,65000000,15700000
"A Wednesday!",Normal,No,No,thriller,8.3,No,Yes,No,"Naseeruddin Shah","Neeraj Pandey","Sanjoy Chowdhary",300,30000000,162200000
Parzania,Holiday,No,No,drama,8.3,No,No,No,"Naseeruddin Shah","Rahul Dholakia","Zakir Hussain",35,30000000,10600000
"Barah Aana",Normal,No,No,drama,8.3,No,No,No,"Naseeruddin Shah","Raja Krishna Menon","Shri Rangaras",125,45000000,8600000
Maharathi,Normal,No,No,drama,8.3,No,No,Yes,"Naseeruddin Shah","Shivam Nair","Shibani Kashyap",300,95000000,28000000
"Men Not Allowed",Normal,No,No,drama,8.3,Yes,No,Yes,"Nassar Abdulla","Shrey Srivastava","Sanjeev Srivastava",18,8500000,3350000
"Anjunaa Beach",Normal,No,No,thriller,8.3,Yes,No,Yes,"Nataliya Kozhenova","Shakeel S. Saifee","Sunil Patni",50,12500000,2100000
"The Dark Secrets Of Tonhi",Normal,No,No,drama,8.3,Yes,Yes,No,"Natasha Sikka","Shiraz Henry","Abu Zar",15,3000000,3000000
Khwaabb,Holiday,No,No,drama,8.3,Yes,Yes,No,"Navdip Singh","Zaid Ali Khan","Sandeep Chowta",50,40000000,975000
"Sulemani Keeda",Normal,No,No,rom__com,8.3,Yes,Yes,Yes,"Naveen Kasturia","Amit Masurkar","Arfaaz Kagalwala",45,3500000,3325000
"Bhavnao Ko Samjho",Normal,No,No,comedy,8.3,Yes,Yes,No,"Navin Prabhakar","Sunil Pal",Dinu,20,10000000,320000
"Monsoon Shootout",Normal,No,No,drama,8.3,No,Yes,No,"Nawazuddin Siddiqui","Amit Kumar","Rochak Kohli",250,120000000,9000000
"Gangs Of Wasseypur 2",Holiday,No,Yes,drama,8.3,Yes,No,No,"Nawazuddin Siddiqui","Anurag Kashyap","Piyush Mishra",1000,180000000,312165750
"Raman Raghav 2.0",Normal,No,No,thriller,8.3,No,No,No,"Nawazuddin Siddiqui","Anurag Kashyap","Ram Sampath",700,100000000,106780000
"Manjhi - The Mountain Man",Normal,No,No,drama,8.3,No,No,No,"Nawazuddin Siddiqui","Ketan Mehta","Sandesh Shandilya",575,85000000,172400000
"Babumoshai Bandookbaaz",Holiday,No,No,drama,8.3,No,No,No,"Nawazuddin Siddiqui","Kushan Nandy","Gaurav Dagaonkar",950,100000000,126200000
Haraamkhor,Holiday,No,No,drama,8.3,No,Yes,No,"Nawazuddin Siddiqui","Shlok Sharma","Jasleen Royal",225,22500000,22700000
"Freaky Ali",Normal,Yes,No,comedy,8.3,No,No,No,"Nawazuddin Siddiqui","Sohail Khan","Sajid - Wajid",1200,230000000,208775000
Sheesha,Holiday,No,No,thriller,8.3,No,No,No,"Neha Dhupia","Ashu Trikha","Dilip Sen - Sameer Sen",200,45000000,40418750
Siskiyaan,Holiday,No,No,thriller,8.3,No,No,No,"Neha Dhupia","Ashwini Chaudhary","Dilip Sen - Sameer Sen",65,22500000,5300000
"Gandhi To Hitler",Normal,No,No,drama,8.3,No,Yes,No,"Neha Dhupia","Rakesh Ranjan Kumar","Sanjoy Chowdhary",150,47500000,3450000
"Tum Bin 2",Normal,No,Yes,love_story,8.3,No,No,No,"Neha Sharma","Anubhav Sinha","Ankit Tiwari",1050,160000000,67968750
"Aa Dekhen Zara",Holiday,No,No,thriller,8.3,No,Yes,No,"Neil Nitin Mukesh","Jehangir Surti",Pritam,450,170000000,103835000
Jail,Normal,No,No,drama,8.3,No,No,Yes,"Neil Nitin Mukesh","Madhur Bhandarkar","Toshi - Sharib",575,140000000,86850000
"Lafangey Parindey",Holiday,No,No,drama,8.3,No,No,Yes,"Neil Nitin Mukesh","Pradeep Sarkar","R. Anandh",950,190000000,319925000
3G,Normal,No,No,thriller,8.3,No,Yes,No,"Neil Nitin Mukesh","Shantanu Ray Chhibber",Mithoon,1200,130000000,74500000
"Johnny Gaddaar",Normal,No,No,thriller,8.3,Yes,No,No,"Neil Nitin Mukesh","Sriram Raghavan","Shankar - Ehsaan - Loy",300,75000000,56800000
"Shortcut Romeo",Normal,No,No,thriller,8.3,No,Yes,No,"Neil Nitin Mukesh","Susi Ganesh","Himesh Reshammiya",750,140000000,13600000
"Bipasha - The Black Beauty",Normal,No,No,drama,8.3,Yes,Yes,No,"Nidhi Gill","Shailendra Singh Rajput","Saurabh Mukherjee",15,15000000,1925000
"My Name is Anthony Gonsalves",Normal,No,No,comedy,8.2,Yes,No,No,"Nikhil Dwivedi","E. Niwas","Himesh Reshammiya",175,70000000,10100000
"Jaisi Karni Waisi Bharni",Normal,No,No,drama,8.2,Yes,Yes,Yes,"Nilesh Kumar","Om Verma","Chand Sadhwani",2,4000000,72500
Angel,Holiday,No,No,drama,8.2,Yes,No,No,"Nilesh Sahay","Ganesh Acharya","Amjad - Nadeem",85,25000000,1700000
"Yeh Metro Zindagi",Normal,No,No,drama,8.2,Yes,No,Yes,"Nilu Thakur","Ejaz Ahmed","D. Sushant",8,2500000,475000
"Ek Thee Sanam",Holiday,No,No,drama,8.2,Yes,Yes,Yes,"Nisha Triloki","Monish Kaushal","Ashish Keskar",15,2000000,475000
"Badlapur Boys",Normal,Yes,No,drama,8.2,No,Yes,No,"Nishan Nanaiah","Shailesh Verma","Sachin Gupta",575,70000000,10900000
"Cycle Kick",Normal,No,No,drama,8.2,No,Yes,No,"Nishan Nanaiah","Shashi Sudigala","Sanjoy Chowdhary",75,12500000,650000
"Titoo MBA",Holiday,No,No,comedy,8.2,No,No,No,"Nishant Dahiya","Amit Vats","Arjuna Harjai",150,25000000,1400000
"Wah Re Ye Duniya",Holiday,No,No,drama,8.2,Yes,Yes,Yes,"Nishant Sharma","Manoj Palrecha","Pramod Chillal",1,6500000,14500
"Shraddha Shakti Jai Ambe Maa",Normal,No,No,mythological,8.2,No,Yes,Yes,"Nishi Verma","Nandu Chaudhary","Anil Hajaria",1,1000000,35000
"In The Name Of.. Tai - Tai Ke Naam",Normal,No,No,drama,8.2,No,Yes,Yes,"Nishigandha Wad","Ujjwal Thengdi","Ujjwal Thengdi",30,12500000,250000
Agyaat,Normal,No,No,horror,8.2,Yes,No,No,Nithiin,"Ram Gopal Verma","Bappi - Tutal",700,85000000,73200000
"Love U Crazy Girl",Holiday,No,No,adult,8.2,Yes,No,Yes,"Nitika Sharma","Bhabani Prasad","Sanjay Basu",1,2500000,1000000
Khap,Normal,No,No,drama,8.2,No,No,Yes,"Om Puri","Ajai Sinha","Annujj Kappoo",100,27500000,2350000
Uvaa,Normal,No,No,drama,8.2,No,Yes,No,"Om Puri","Jasbir Bhaati","Hanif Sheikh",200,25000000,2850000
"Na Ghar Ke Na Ghaat Ke",Normal,No,No,comedy,8.2,No,Yes,No,"Om Puri","Rahul Aggarwal","Lalit Pandit",325,57500000,10000000
"Panga Naa Lo",Normal,No,No,comedy,8.2,No,Yes,No,"Om Puri","Rajan Kothari","Rahul Ranade",35,12500000,925000
Khallas,Holiday,No,No,horror,8.2,No,Yes,Yes,"Om Puri","Sumeet Chawla","Iqbal Darbar",10,6000000,1000000
"The Hangman",Holiday,No,No,drama,8.2,No,Yes,No,"Om Puri","Vishal Bhandari","Siddharth - Suhas",25,10000000,175000
"Peepli [Live]",Holiday,No,No,drama,8.2,Yes,Yes,No,"Omkar Das Manikpuri","Anusha Rizvi","Ram Sampath",825,140000000,468525000
"Munna Mange Memsaab",Normal,No,No,comedy,8.2,No,Yes,Yes,"Omkar Das Manikpuri","Shareeph Mansuri Saranwala","Nizam Khan",25,4000000,200000
Ebn-E-Batuta,Normal,No,No,comedy,8.2,No,Yes,Yes,"Omkar Das Manikpuri","Varun Middha","Tarannum Malik",50,30000000,550000
Shivam,Holiday,No,No,thriller,8.2,Yes,Yes,Yes,"Pankaj Badra","Anshuman G. Barua","Ramen Barua",25,6000000,425000
Dharm,Normal,No,No,drama,8.2,No,Yes,No,"Pankaj Kapoor","Bhavna Talwar","Debajyoti Mishra",35,22500000,2300000
"Chala Mussaddi - Office Office",Normal,No,No,comedy,8.2,No,No,No,"Pankaj Kapoor","Rajiv Mehra","Sajid - Wajid",350,65000000,13900000
"The Blue Umbrella",Normal,No,No,drama,8.2,No,No,No,"Pankaj Kapoor","Vishal Bhardwaj","Vishal Bhardwaj",50,20000000,5000000
"Hate Story",Normal,No,No,thriller,8.2,Yes,No,Yes,"Paoli Dam","Vivek Agnihotri","Harshit Saxena",1100,90000000,164300000
"M3 - Midsummer Midnight Mumbai",Normal,No,No,suspense,8.2,Yes,Yes,No,"Paras Chhabra","Braj Bhushan","Sujeet Chaubey",300,42500000,3550000
"Road  To Sangam",Normal,No,No,drama,8.2,No,Yes,No,"Paresh Rawal","Amit Rai","Sandesh Shandilya",60,30000000,900000
"Dharam Sankat Mein",Normal,No,No,comedy,8.2,No,Yes,No,"Paresh Rawal","Fuwad Khan","Sachin Gupta",1100,140000000,120916000
"Yun Hota Toh Kya Hota",Normal,No,No,drama,8.2,No,Yes,No,"Paresh Rawal","Naseeruddin Shah","Viju Shah",75,62500000,17500000
"Buddha Mar Gaya",Holiday,No,No,comedy,8.2,No,No,No,"Paresh Rawal","Rahul Rawail","Bappi Lahiri",285,37500000,45000000
"Kabhi Yun Bhi Toh Ho...",Normal,No,No,love_story,8.2,Yes,Yes,No,"Paritosh Goswami","Paritosh Goswami","Piyush Kanojia",50,7500000,170000
"Vighnaharta Shree Siddhivinayak",Normal,No,No,mythological,8.2,No,Yes,No,"Parmeet Sethi","Yashwant Ingavale","Anil Mohile",35,3000000,465000
"Husn - Love & Betrayal",Normal,No,No,thriller,8.2,Yes,Yes,No,"Parmita Katkar","Imtiaaz J. Khan","Aadesh Shrivastava",20,17500000,3700000
"Stanley Ka Dabba",Normal,No,No,drama,8.2,Yes,Yes,Yes,"Partho A. Gupte","Amol Gupte","Hitesh Sonik",250,45000000,76300000
"United Six",Normal,No,No,drama,8.2,Yes,Yes,No,"Parvathy Omanakuttan","Vishal Aryan Singh",Pritam,175,50000000,4000000
"Sahi Dhandhe Galat Bande",Holiday,No,No,drama,8.2,No,Yes,No,"Parvin Dabas","Pravin Dabbas","Siddharth - Suhas",350,75000000,9600000
Sikandar,Holiday,No,No,thriller,8.2,Yes,No,No,"Parzan Dastur","Piyush Jha","Sandesh Shandilya",250,50000000,8240000
"Love Games",Holiday,No,No,thriller,8.2,No,No,No,Patralekha,"Vikram Bhatt","Sangeet - Siddharth",1100,100000000,43380000
"Chetna - The Excitement",Normal,No,No,drama,8.2,No,No,No,"Payal Rohatgi","Partho Ghosh","Daboo Malik",75,12500000,12078300
"Fun... Can Be Dangerous Sometimes",Normal,No,No,thriller,8.2,No,Yes,No,"Payal Rohatgi","Sunjay S. Zaveri","Sanjeev - Darshan",115,20000000,33074000
"Mazaa Mazaa...",Normal,No,No,comedy,8.2,No,No,Yes,"Payal Rohatgi","T.L.V. Prasad","Arun Daga",30,10000000,2450000
"Laila - A Mystery",Normal,No,No,adult,8.2,No,Yes,No,"Payal Rohatgi","Vicky G.","Nikhil - Vinay",125,15000000,20700000
"Hey Bholenath",Holiday,No,No,mythological,8.2,Yes,Yes,No,"Phool Singh","Santosh Badal","Jayant Aaryan",1,1500000,37500
"Haunted Child",Normal,No,No,horror,8.2,No,No,No,"Piu Chauhan","Salim Raza","Sayyed Ahmed",25,12500000,750000
